Walberg	Tim	MI	R	N00026368	0.7950	0.0020
Walden	Greg	OR	R	N00007690	0.5530	-0.0370
Walorski	Jackie	IN	R	N00031226	0.5940	0.3680
Walz	Timothy	J	MN	D	N00027467	-0.2750	0.4760
Waters	Maxine	CA	D	N00006690	-0.7080	-0.1030
Weber	Randy	TX	R	N00033539	0.9560	0.1430
Webster	Daniel	FL	R	N00026335	0.7010	0.1120
Welch	Peter	VT	D	N00000515	-0.4660	0.0920
Wenstrup	Brad	OH	R	N00033310	0.7810	0.2090
Whitfield	Ed	KY	R	N00003467	0.3820	0.3180
Williams	Roger	TX	R	N00030602	0.7760	0.3620
Wilson	Frederica	FL	D	N00030650	-0.4310	-0.0400
Wilson	Joe	SC	R	N00024809	0.8110	0.1840
Wittman	Rob	VA	R	N00029459	0.6670	-0.0810
Womack	Steve	AR	R	N00031857	0.4410	0.6030
Woodall	Rob	GA	R	N00032416	0.9760	-0.2170
Wyden	Ron	OR	D	N00007724	-0.3040	-0.3440
Yarmuth	John	A	KY	D	N00028073	-0.3820	-0.0680
Yoder	Kevin	KS	R	N00031502	0.8480	-0.1080
Yoho	Ted	FL	R	N00033220	0.9560	0.1200
Young	Don	AK	R	N00007999	0.5110	0.4270
Young	Todd	IN	R	N00030670	0.7100	0.2800
